backend,seed,run_name,iteration,mean_reward,train_wall_s,total_fps
physx,0,physx_s0,154,13.805291,52.6572,145364.0
physx,0,physx_s0,155,13.641312,52.9911,148703.0
physx,0,physx_s0,156,13.154929,53.3337,145034.0
physx,0,physx_s0,157,14.162540,53.6794,143583.0
physx,0,physx_s0,158,14.517484,54.0211,145297.0
physx,0,physx_s0,159,14.171200,54.3620,145673.0
physx,0,physx_s0,160,14.226248,54.7044,145277.0
physx,0,physx_s0,161,13.072857,55.0518,142923.0
physx,0,physx_s0,162,13.868828,55.3889,147492.0
physx,0,physx_s0,163,15.154271,55.7235,148388.0
physx,0,physx_s0,164,15.238557,56.0628,146313.0
physx,0,physx_s0,165,14.674218,56.3953,149379.0
physx,0,physx_s0,166,15.088812,56.7442,144987.0
physx,0,physx_s0,167,15.135390,57.0859,145434.0
physx,0,physx_s0,168,15.375973,57.4250,146456.0
physx,0,physx_s0,169,15.767085,57.7666,145321.0
physx,0,physx_s0,170,16.043818,58.1075,145741.0
physx,0,physx_s0,171,16.085072,58.4463,146678.0
physx,0,physx_s0,172,16.638645,58.7893,144774.0
physx,0,physx_s0,173,16.869516,59.1303,145598.0
physx,0,physx_s0,174,16.021746,59.4668,147545.0
physx,0,physx_s0,175,15.133953,59.8058,146461.0
physx,0,physx_s0,176,15.974614,60.1385,149371.0
physx,0,physx_s0,177,17.009172,60.4786,146104.0
physx,0,physx_s0,178,17.357990,60.8216,144872.0
physx,0,physx_s0,179,16.876284,61.1580,147583.0
physx,0,physx_s0,180,16.426809,61.5014,144553.0
physx,0,physx_s0,181,16.773872,61.8503,145200.0
physx,0,physx_s0,182,17.773756,62.1970,143335.0
physx,0,physx_s0,183,17.886068,62.5358,146688.0
physx,0,physx_s0,184,17.893906,62.8792,144721.0
physx,0,physx_s0,185,17.796726,63.2192,146191.0
physx,0,physx_s0,186,17.684986,63.5615,145169.0
physx,0,physx_s0,187,17.492641,63.9053,144626.0
physx,0,physx_s0,188,18.983370,64.2446,146450.0
physx,0,physx_s0,189,19.781317,64.5873,145015.0
physx,0,physx_s0,190,19.358377,64.9369,142128.0
physx,0,physx_s0,191,18.656504,65.2787,145383.0
physx,0,physx_s0,192,18.905222,65.6338,141293.0
physx,0,physx_s0,193,18.994255,65.9786,143981.0
physx,0,physx_s0,194,18.799417,66.3204,145280.0
physx,0,physx_s0,195,19.805254,66.6629,144947.0
physx,0,physx_s0,196,19.771431,67.0107,145355.0
physx,0,physx_s0,197,20.277657,67.3466,147913.0
physx,0,physx_s0,198,19.951559,67.6916,143957.0
physx,0,physx_s0,199,19.582430,68.0373,143630.0
physx,0,physx_s0,200,20.086798,68.3836,143601.0
physx,0,physx_s0,201,19.915974,68.7363,141809.0
physx,0,physx_s0,202,20.356916,69.0872,141458.0
physx,0,physx_s0,203,20.565113,69.4397,140882.0
physx,0,physx_s0,204,20.771698,69.7916,141182.0
physx,0,physx_s0,205,21.567518,70.1331,145474.0
physx,0,physx_s0,206,21.048410,70.4697,147451.0
physx,0,physx_s0,207,21.100151,70.8144,144058.0
physx,0,physx_s0,208,21.491285,71.1562,145210.0
physx,0,physx_s0,209,22.473391,71.4948,146679.0
physx,0,physx_s0,210,22.490192,71.8302,148252.0
physx,0,physx_s0,211,21.350969,72.1828,143429.0
physx,0,physx_s0,212,22.782221,72.5270,144709.0
physx,0,physx_s0,213,22.890772,72.8635,147548.0
physx,0,physx_s0,214,22.780544,73.2066,144810.0
physx,0,physx_s0,215,23.865211,73.5501,144638.0
physx,0,physx_s0,216,24.163668,73.8918,145426.0
physx,0,physx_s0,217,23.266411,74.2301,146777.0
physx,0,physx_s0,218,22.194874,74.5636,148922.0
physx,0,physx_s0,219,22.428356,74.9107,142989.0
physx,0,physx_s0,220,22.565634,75.2594,142453.0
physx,0,physx_s0,221,22.783810,75.5984,146430.0
physx,0,physx_s0,222,22.819876,75.9380,146432.0
physx,0,physx_s0,223,24.022036,76.2749,147365.0
physx,0,physx_s0,224,24.853823,76.6227,142751.0
physx,0,physx_s0,225,24.888042,76.9670,144168.0
physx,0,physx_s0,226,24.771317,77.3046,147086.0
physx,0,physx_s0,227,24.851738,77.6540,144724.0
physx,0,physx_s0,228,25.449322,77.9967,144970.0
physx,0,physx_s0,229,25.909620,78.3379,145578.0
physx,0,physx_s0,230,25.598736,78.6792,145639.0
physx,0,physx_s0,231,24.525955,79.0226,144744.0
physx,0,physx_s0,232,24.742367,79.3603,147195.0
physx,0,physx_s0,233,25.803276,79.7012,145639.0
physx,0,physx_s0,234,26.076674,80.0481,143100.0
physx,0,physx_s0,235,25.516010,80.3827,148438.0
physx,0,physx_s0,236,25.618462,80.7282,143730.0
physx,0,physx_s0,237,25.926565,81.0709,144985.0
physx,0,physx_s0,238,25.862139,81.4063,148032.0
physx,0,physx_s0,239,26.323893,81.7530,143178.0
physx,0,physx_s0,240,25.643576,82.0931,146189.0
physx,0,physx_s0,241,25.983885,82.4361,144901.0
physx,0,physx_s0,242,26.880190,82.7936,141413.0
physx,0,physx_s0,243,26.766050,83.1361,145112.0
physx,0,physx_s0,244,26.834553,83.4765,146069.0
physx,0,physx_s0,245,27.070107,83.8285,141112.0
physx,0,physx_s0,246,26.491478,84.1693,145714.0
physx,0,physx_s0,247,25.685163,84.5099,145964.0
physx,0,physx_s0,248,26.656778,84.8485,146692.0
physx,0,physx_s0,249,26.779388,85.1895,145725.0
physx,0,physx_s0,250,26.750917,85.5257,148150.0
physx,0,physx_s0,251,26.783749,85.8665,146659.0
physx,0,physx_s0,252,27.092575,86.2045,146941.0
physx,0,physx_s0,253,27.110863,86.5436,146726.0
physx,0,physx_s0,254,27.345478,86.8898,143501.0
physx,0,physx_s0,255,27.330345,87.2303,145808.0
physx,0,physx_s0,256,27.693729,87.5932,136771.0
physx,0,physx_s0,257,27.645836,87.9445,141363.0
physx,0,physx_s0,258,27.346270,88.2914,143185.0
physx,0,physx_s0,259,27.430861,88.6313,146034.0
physx,0,physx_s0,260,28.027014,88.9684,147236.0
physx,0,physx_s0,261,27.845201,89.3134,143912.0
physx,0,physx_s0,262,27.722532,89.6632,141950.0
physx,0,physx_s0,263,28.430820,90.0102,143545.0
physx,0,physx_s0,264,28.901880,90.3494,146527.0
physx,0,physx_s0,265,28.309856,90.6976,142718.0
physx,0,physx_s0,266,27.761393,91.0456,142790.0
physx,0,physx_s0,267,27.913424,91.3969,141270.0
physx,0,physx_s0,268,27.256392,91.7455,142518.0
physx,0,physx_s0,269,27.976049,92.0917,143428.0
physx,0,physx_s0,270,28.680428,92.4392,145595.0
physx,0,physx_s0,271,28.159290,92.7864,143125.0
physx,0,physx_s0,272,28.676147,93.1246,146858.0
physx,0,physx_s0,273,28.549025,93.4679,144750.0
physx,0,physx_s0,274,28.773363,93.8145,143204.0
physx,0,physx_s0,275,28.374754,94.1513,147677.0
physx,0,physx_s0,276,28.698744,94.4931,145312.0
physx,0,physx_s0,277,29.275785,94.8334,145887.0
physx,0,physx_s0,278,29.138807,95.1693,147893.0
physx,0,physx_s0,279,29.272682,95.5126,144594.0
physx,0,physx_s0,280,29.540575,95.8491,147530.0
physx,0,physx_s0,281,28.918884,96.1881,146463.0
physx,0,physx_s0,282,28.755878,96.5317,144489.0
physx,0,physx_s0,283,29.319950,96.8754,144466.0
physx,0,physx_s0,284,29.332172,97.2150,146206.0
physx,0,physx_s0,285,29.116703,97.5562,148572.0
physx,0,physx_s0,286,29.351309,97.9046,142512.0
physx,0,physx_s0,287,29.924091,98.2559,141417.0
physx,0,physx_s0,288,29.847273,98.5998,145955.0
physx,0,physx_s0,289,29.082535,98.9428,144772.0
physx,0,physx_s0,290,29.404631,99.2749,149545.0
physx,0,physx_s0,291,29.629665,99.6140,146454.0
physx,0,physx_s0,292,29.820696,99.9543,145930.0
physx,0,physx_s0,293,29.949551,100.2872,149140.0
physx,0,physx_s0,294,30.036583,100.6217,148426.0
physx,0,physx_s0,295,29.950138,100.9615,146231.0
physx,0,physx_s0,296,30.183266,101.2986,147402.0
physx,0,physx_s0,297,30.460062,101.6411,145157.0
physx,0,physx_s0,298,30.297230,101.9768,147890.0
physx,0,physx_s0,299,30.195993,102.3102,149033.0
physx,1,physx_s1,0,-0.589587,0.0000,32691.0
physx,1,physx_s1,1,-0.907227,0.3610,138711.0
physx,1,physx_s1,2,-1.444373,0.7046,144806.0
physx,1,physx_s1,3,-2.331150,1.0536,142563.0
physx,1,physx_s1,4,-3.078420,1.4134,138160.0
physx,1,physx_s1,5,-3.652301,1.7655,141163.0
physx,1,physx_s1,6,-4.299592,2.1061,146164.0
physx,1,physx_s1,7,-4.832953,2.4391,149325.0
physx,1,physx_s1,8,-4.609334,2.7794,146043.0
physx,1,physx_s1,9,-4.634434,3.1148,148204.0
physx,1,physx_s1,10,-5.014595,3.4482,149098.0
physx,1,physx_s1,11,-5.313988,3.7798,149972.0
physx,1,physx_s1,12,-5.255594,4.1296,142079.0
physx,1,physx_s1,13,-5.163900,4.4617,149703.0
physx,1,physx_s1,14,-5.077788,4.7969,148331.0
physx,1,physx_s1,15,-5.300188,5.1339,147480.0
physx,1,physx_s1,16,-5.419059,5.4621,151497.0
physx,1,physx_s1,17,-5.815979,5.7934,150108.0
physx,1,physx_s1,18,-5.686387,6.1303,147535.0
physx,1,physx_s1,19,-5.608969,6.4626,149664.0
physx,1,physx_s1,20,-5.327157,6.7880,152840.0
physx,1,physx_s1,21,-5.473612,7.1253,147438.0
physx,1,physx_s1,22,-5.486481,7.4548,151263.0
physx,1,physx_s1,23,-5.198028,7.7889,148826.0
physx,1,physx_s1,24,-5.410902,8.1256,147770.0
physx,1,physx_s1,25,-5.635443,8.4599,148730.0
physx,1,physx_s1,26,-5.822943,8.7854,152759.0
physx,1,physx_s1,27,-5.746748,9.1139,151416.0
physx,1,physx_s1,28,-6.324176,9.4370,153913.0
physx,1,physx_s1,29,-6.583018,9.7596,154148.0
physx,1,physx_s1,30,-6.810943,10.0863,152211.0
physx,1,physx_s1,31,-6.669417,10.4079,154625.0
physx,1,physx_s1,32,-5.758948,10.7427,148483.0
physx,1,physx_s1,33,-5.379554,11.0747,149791.0
physx,1,physx_s1,34,-4.907208,11.3971,154276.0
physx,1,physx_s1,35,-5.046731,11.7202,153918.0
physx,1,physx_s1,36,-5.948802,12.0416,154825.0
physx,1,physx_s1,37,-6.305407,12.3660,153325.0
physx,1,physx_s1,38,-6.374798,12.6947,151901.0
physx,1,physx_s1,39,-6.518076,13.0217,152118.0
physx,1,physx_s1,40,-6.635546,13.3436,154472.0
physx,1,physx_s1,41,-6.054394,13.6695,152570.0
physx,1,physx_s1,42,-5.349840,13.9938,153387.0
physx,1,physx_s1,43,-5.531259,14.3363,145099.0
physx,1,physx_s1,44,-5.060820,14.6957,141409.0
physx,1,physx_s1,45,-3.129794,15.0322,147703.0
physx,1,physx_s1,46,-2.874130,15.3639,149951.0
physx,1,physx_s1,47,-1.168762,15.6998,148032.0
physx,1,physx_s1,48,-1.572708,16.0381,147361.0
physx,1,physx_s1,49,-0.839388,16.3789,146074.0
physx,1,physx_s1,50,-0.361831,16.7258,143307.0
physx,1,physx_s1,51,-1.344825,17.0637,148352.0
physx,1,physx_s1,52,-0.960266,17.4015,147257.0
physx,1,physx_s1,53,-0.273390,17.7426,145723.0
physx,1,physx_s1,54,0.333075,18.0822,146445.0
physx,1,physx_s1,55,1.103280,18.4185,147851.0
physx,1,physx_s1,56,0.231702,18.7551,147965.0
physx,1,physx_s1,57,0.118565,19.0957,146037.0
physx,1,physx_s1,58,0.255823,19.4280,149842.0
physx,1,physx_s1,59,0.743958,19.7632,148434.0
physx,1,physx_s1,60,1.950148,20.1011,147006.0
physx,1,physx_s1,61,2.507325,20.4338,149271.0
physx,1,physx_s1,62,1.393899,20.7638,150743.0
physx,1,physx_s1,63,2.341345,21.1058,145320.0
physx,1,physx_s1,64,2.622909,21.4381,149444.0
physx,1,physx_s1,65,2.633388,21.7761,147087.0
physx,1,physx_s1,66,2.233773,22.1124,147867.0
physx,1,physx_s1,67,2.012409,22.4864,132656.0
physx,1,physx_s1,68,2.488559,22.8317,143873.0
physx,1,physx_s1,69,3.323372,23.1775,143536.0
physx,1,physx_s1,70,3.386720,23.5158,147013.0
physx,1,physx_s1,71,4.068500,23.8647,142568.0
physx,1,physx_s1,72,3.662122,24.2063,145441.0
physx,1,physx_s1,73,4.817093,24.5526,143355.0
physx,1,physx_s1,74,6.057284,24.9001,143016.0
physx,1,physx_s1,75,6.141217,25.2334,149122.0
physx,1,physx_s1,76,6.092826,25.5705,147282.0
physx,1,physx_s1,77,5.124360,25.9109,145939.0
physx,1,physx_s1,78,5.295467,26.2409,150491.0
physx,1,physx_s1,79,4.955195,26.5803,146416.0
physx,1,physx_s1,80,4.871197,26.9141,148843.0
physx,1,physx_s1,81,5.369448,27.2554,145522.0
physx,1,physx_s1,82,6.378361,27.5880,149743.0
physx,1,physx_s1,83,7.198351,27.9182,150441.0
physx,1,physx_s1,84,7.427015,28.2580,146251.0
physx,1,physx_s1,85,6.657654,28.6017,144971.0
physx,1,physx_s1,86,7.264888,28.9346,149215.0
physx,1,physx_s1,87,8.147333,29.2821,143062.0
physx,1,physx_s1,88,7.940873,29.6261,144420.0
physx,1,physx_s1,89,7.945294,29.9782,141132.0
physx,1,physx_s1,90,7.161095,30.3231,144093.0
physx,1,physx_s1,91,8.809217,30.6617,146652.0
physx,1,physx_s1,92,7.599762,30.9990,147222.0
physx,1,physx_s1,93,6.839482,31.3372,146869.0
physx,1,physx_s1,94,7.923368,31.6851,142835.0
physx,1,physx_s1,95,7.666563,32.0390,140251.0
physx,1,physx_s1,96,6.835840,32.3935,141694.0
physx,1,physx_s1,97,7.827855,32.7461,140803.0
physx,1,physx_s1,98,8.869352,33.0841,147043.0
physx,1,physx_s1,99,8.224406,33.4229,146595.0
physx,1,physx_s1,100,8.575508,33.7646,145270.0
physx,1,physx_s1,101,8.443511,34.1032,147683.0
physx,1,physx_s1,102,8.754795,34.4628,138019.0
physx,1,physx_s1,103,8.515707,34.8136,141454.0
physx,1,physx_s1,104,8.517104,35.1584,143937.0
physx,1,physx_s1,105,9.280880,35.5032,144009.0
physx,1,physx_s1,106,9.810992,35.8501,143087.0
physx,1,physx_s1,107,9.684498,36.2110,137563.0
physx,1,physx_s1,108,9.569315,36.5642,140687.0
physx,1,physx_s1,109,9.360927,36.9126,142556.0
physx,1,physx_s1,110,9.288505,37.2624,141890.0
physx,1,physx_s1,111,9.979144,37.6172,139864.0
physx,1,physx_s1,112,10.357182,37.9557,146640.0
physx,1,physx_s1,113,9.837997,38.2904,148289.0
physx,1,physx_s1,114,9.852898,38.6274,147379.0
physx,1,physx_s1,115,9.922300,38.9770,142030.0
physx,1,physx_s1,116,9.819070,39.3304,140564.0
physx,1,physx_s1,117,10.491052,39.6777,142998.0
physx,1,physx_s1,118,10.421508,40.0226,147000.0
physx,1,physx_s1,119,9.975910,40.3602,147159.0
physx,1,physx_s1,120,11.173223,40.7077,142829.0
physx,1,physx_s1,121,11.374452,41.0562,142670.0
physx,1,physx_s1,122,10.761150,41.3976,145427.0
physx,1,physx_s1,123,10.399479,41.7326,148325.0
physx,1,physx_s1,124,10.300767,42.0665,148785.0
physx,1,physx_s1,125,10.525443,42.3989,149379.0
physx,1,physx_s1,126,10.815994,42.7326,148861.0
physx,1,physx_s1,127,11.093439,43.0704,147028.0
physx,1,physx_s1,128,12.481211,43.4151,144221.0
physx,1,physx_s1,129,11.874047,43.7613,143474.0
physx,1,physx_s1,130,10.889045,44.1071,143652.0
physx,1,physx_s1,131,12.108581,44.4467,146227.0
physx,1,physx_s1,132,12.561549,44.7917,144063.0
physx,1,physx_s1,133,12.187425,45.1405,145238.0
physx,1,physx_s1,134,11.497214,45.4762,148055.0
physx,1,physx_s1,135,11.277132,45.8187,145038.0
physx,1,physx_s1,136,11.648191,46.1615,144874.0
physx,1,physx_s1,137,11.348726,46.5101,142410.0
physx,1,physx_s1,138,10.821721,46.8708,137700.0
physx,1,physx_s1,139,10.994776,47.2261,139729.0
physx,1,physx_s1,140,11.094847,47.5791,140755.0
physx,1,physx_s1,141,11.471602,47.9233,144343.0
physx,1,physx_s1,142,11.976133,48.2699,143318.0
physx,1,physx_s1,143,11.965045,48.6177,142917.0
physx,1,physx_s1,144,11.699575,48.9745,139213.0
physx,1,physx_s1,145,11.537951,49.3210,143330.0
physx,1,physx_s1,146,11.742237,49.6703,142235.0
physx,1,physx_s1,147,11.887794,50.0229,140829.0
physx,1,physx_s1,148,12.670495,50.3610,147086.0
physx,1,physx_s1,149,11.971705,50.7040,145031.0
physx,1,physx_s1,150,11.371844,51.0531,142344.0
physx,1,physx_s1,151,12.069364,51.4099,140241.0
physx,1,physx_s1,152,13.082115,51.7558,143703.0
physx,1,physx_s1,153,12.799982,52.1002,144369.0
physx,1,physx_s1,154,12.180243,52.4356,148251.0
physx,1,physx_s1,155,11.341798,52.7791,144711.0
physx,1,physx_s1,156,11.565213,53.1343,139919.0
physx,1,physx_s1,157,11.565685,53.4815,143110.0
physx,1,physx_s1,158,13.030077,53.8333,141259.0
physx,1,physx_s1,159,12.790050,54.1913,138656.0
physx,1,physx_s1,160,13.670980,54.5511,138219.0
physx,1,physx_s1,161,13.656310,54.9012,144654.0
physx,1,physx_s1,162,13.755219,55.2465,144097.0
physx,1,physx_s1,163,13.414695,55.6057,138613.0
physx,1,physx_s1,164,13.180236,55.9605,140035.0
physx,1,physx_s1,165,13.144204,56.3023,145421.0
physx,1,physx_s1,166,13.387989,56.6358,148992.0
physx,1,physx_s1,167,13.137781,56.9837,142856.0
physx,1,physx_s1,168,12.590500,57.3330,142442.0
physx,1,physx_s1,169,13.484694,57.6831,141941.0
physx,1,physx_s1,170,14.143229,58.0520,134700.0
physx,1,physx_s1,171,13.195014,58.4050,141119.0
physx,1,physx_s1,172,12.993802,58.7626,138900.0
physx,1,physx_s1,173,13.173816,59.1156,140867.0
physx,1,physx_s1,174,12.651107,59.4685,140819.0
physx,1,physx_s1,175,13.536008,59.8287,137943.0
physx,1,physx_s1,176,13.751119,60.1889,137864.0
physx,1,physx_s1,177,12.966341,60.5374,142714.0
physx,1,physx_s1,178,13.291201,60.8878,141879.0
physx,1,physx_s1,179,13.847736,61.2648,131667.0
physx,1,physx_s1,180,13.885525,61.6624,124757.0
physx,1,physx_s1,181,14.174045,62.0417,130922.0
physx,1,physx_s1,182,14.557057,62.4060,136426.0
physx,1,physx_s1,183,12.819902,62.7546,142445.0
physx,1,physx_s1,184,13.301152,63.1038,142280.0
physx,1,physx_s1,185,13.780346,63.4452,145732.0
physx,1,physx_s1,186,14.012643,63.7898,144098.0
physx,1,physx_s1,187,13.371474,64.1301,145927.0
physx,1,physx_s1,188,13.293226,64.4762,143486.0
physx,1,physx_s1,189,13.715691,64.8285,140868.0
physx,1,physx_s1,190,13.374912,65.1795,141447.0
physx,1,physx_s1,191,14.002967,65.5266,143001.0
physx,1,physx_s1,192,13.780946,65.8643,148561.0
