backend,seed,run_name,iteration,mean_reward,train_wall_s,total_fps
physx,0,physx_s0,65,2.071679,22.0940,146153.0
physx,0,physx_s0,66,3.201474,22.4284,148512.0
physx,0,physx_s0,67,3.992597,22.7651,147440.0
physx,0,physx_s0,68,4.592764,23.1006,150826.0
physx,0,physx_s0,69,3.721679,23.4434,144871.0
physx,0,physx_s0,70,3.725327,23.7779,148616.0
physx,0,physx_s0,71,4.209321,24.1228,144036.0
physx,0,physx_s0,72,5.335930,24.4610,146836.0
physx,0,physx_s0,73,6.025746,24.8033,145051.0
physx,0,physx_s0,74,5.406436,25.1426,146582.0
physx,0,physx_s0,75,5.027027,25.4806,146992.0
physx,0,physx_s0,76,4.871098,25.8176,147515.0
physx,0,physx_s0,77,6.155718,26.1564,146610.0
physx,0,physx_s0,78,6.897693,26.5058,142096.0
physx,0,physx_s0,79,6.302751,26.8501,144294.0
physx,0,physx_s0,80,6.108133,27.1855,148086.0
physx,0,physx_s0,81,5.267419,27.5136,151540.0
physx,0,physx_s0,82,5.432619,27.8492,148059.0
physx,0,physx_s0,83,6.597989,28.1950,143666.0
physx,0,physx_s0,84,7.455190,28.5403,143859.0
physx,0,physx_s0,85,7.446453,28.8702,150703.0
physx,0,physx_s0,86,6.914056,29.2069,147510.0
physx,0,physx_s0,87,6.770216,29.5471,145965.0
physx,0,physx_s0,88,7.233147,29.8802,149082.0
physx,0,physx_s0,89,6.773997,30.2205,145940.0
physx,0,physx_s0,90,6.936356,30.5626,145141.0
physx,0,physx_s0,91,6.864102,30.9067,144322.0
physx,0,physx_s0,92,7.982576,31.2545,142728.0
physx,0,physx_s0,93,8.386120,31.5992,143967.0
physx,0,physx_s0,94,8.650132,31.9553,139470.0
physx,0,physx_s0,95,8.044245,32.2981,144965.0
physx,0,physx_s0,96,8.466739,32.6416,146640.0
physx,0,physx_s0,97,8.408184,32.9994,138848.0
physx,0,physx_s0,98,8.175397,33.3406,145779.0
physx,0,physx_s0,99,8.259111,33.6790,146932.0
physx,0,physx_s0,100,8.733517,34.0179,146734.0
physx,0,physx_s0,101,9.973575,34.3579,147238.0
physx,0,physx_s0,102,10.269287,34.6960,147036.0
physx,0,physx_s0,103,9.937573,35.0349,146658.0
physx,0,physx_s0,104,9.093961,35.3807,143954.0
physx,0,physx_s0,105,9.794492,35.7258,144027.0
physx,0,physx_s0,106,9.474240,36.0725,143279.0
physx,0,physx_s0,107,9.204237,36.4129,145967.0
physx,0,physx_s0,108,9.429784,36.7541,145540.0
physx,0,physx_s0,109,9.285627,37.0955,145453.0
physx,0,physx_s0,110,10.167824,37.4382,144882.0
physx,0,physx_s0,111,10.207566,37.7827,144090.0
physx,0,physx_s0,112,8.894228,38.1308,142603.0
physx,0,physx_s0,113,9.046268,38.4711,145989.0
physx,0,physx_s0,114,9.733720,38.8108,146348.0
physx,0,physx_s0,115,9.698950,39.1468,147986.0
physx,0,physx_s0,116,9.565817,39.4884,145509.0
physx,0,physx_s0,117,9.794621,39.8322,144567.0
physx,0,physx_s0,118,10.828640,40.1743,145170.0
physx,0,physx_s0,119,11.682990,40.5159,145399.0
physx,0,physx_s0,120,11.213120,40.8558,146165.0
physx,0,physx_s0,121,10.727793,41.1987,144926.0
physx,0,physx_s0,122,11.453083,41.5423,144520.0
physx,0,physx_s0,123,10.592330,41.8758,148930.0
physx,0,physx_s0,124,10.205568,42.2175,145345.0
physx,0,physx_s0,125,11.487954,42.5624,143918.0
physx,0,physx_s0,126,11.370562,42.9033,145715.0
physx,0,physx_s0,127,10.868458,43.2400,147456.0
physx,0,physx_s0,128,11.644148,43.5853,143755.0
physx,0,physx_s0,129,11.669211,43.9316,143498.0
physx,0,physx_s0,130,11.621763,44.2680,147797.0
physx,0,physx_s0,131,11.769942,44.6112,144811.0
physx,0,physx_s0,132,12.081046,44.9583,143198.0
physx,0,physx_s0,133,12.463074,45.2971,146695.0
physx,0,physx_s0,134,11.692076,45.6473,141825.0
physx,0,physx_s0,135,12.705065,45.9856,146847.0
physx,0,physx_s0,136,13.302197,46.3309,143785.0
physx,0,physx_s0,137,12.418705,46.6638,149129.0
physx,0,physx_s0,138,11.229418,47.0007,147457.0
physx,0,physx_s0,139,11.342081,47.3436,144792.0
physx,0,physx_s0,140,11.789710,47.6851,145394.0
physx,0,physx_s0,141,12.131242,48.0243,146435.0
physx,0,physx_s0,142,11.723121,48.3745,142004.0
physx,0,physx_s0,143,11.859467,48.7508,132280.0
physx,0,physx_s0,144,12.236486,49.1163,135841.0
physx,0,physx_s0,145,12.454720,49.4681,141132.0
physx,0,physx_s0,146,13.016991,49.8264,138641.0
physx,0,physx_s0,147,12.785680,50.1746,142628.0
physx,0,physx_s0,148,12.826349,50.5153,145758.0
physx,0,physx_s0,149,14.175203,50.8527,147340.0
physx,0,physx_s0,150,12.809988,51.1931,146052.0
physx,0,physx_s0,151,13.834867,51.5324,147658.0
physx,0,physx_s0,152,13.840474,51.8683,148020.0
physx,0,physx_s0,153,13.669893,52.2084,146171.0
physx,0,physx_s0,154,13.805291,52.5551,143322.0
physx,0,physx_s0,155,13.641312,52.8935,147154.0
physx,0,physx_s0,156,13.154929,53.2357,145315.0
physx,0,physx_s0,157,14.162540,53.5769,145636.0
physx,0,physx_s0,158,14.517484,53.9240,143144.0
physx,0,physx_s0,159,14.171200,54.2626,146824.0
physx,0,physx_s0,160,14.226248,54.6001,147313.0
physx,0,physx_s0,161,13.072857,54.9437,144696.0
physx,0,physx_s0,162,13.868828,55.2809,147398.0
physx,0,physx_s0,163,15.154271,55.6132,149591.0
physx,0,physx_s0,164,15.238557,55.9507,147296.0
physx,0,physx_s0,165,14.674218,56.2870,147812.0
physx,0,physx_s0,166,15.088812,56.6267,146381.0
physx,0,physx_s0,167,15.135390,56.9660,146578.0
physx,0,physx_s0,168,15.375973,57.2987,149417.0
physx,0,physx_s0,169,15.767085,57.6388,146098.0
physx,0,physx_s0,170,16.043818,57.9826,144607.0
physx,0,physx_s0,171,16.085072,58.3203,147300.0
physx,0,physx_s0,172,16.638645,58.6639,144635.0
physx,0,physx_s0,173,16.869516,59.0073,144734.0
physx,0,physx_s0,174,16.021746,59.3714,136469.0
physx,0,physx_s0,175,15.133953,59.7212,142042.0
physx,0,physx_s0,176,15.974614,60.0569,148092.0
physx,0,physx_s0,177,17.009172,60.3991,145194.0
physx,0,physx_s0,178,17.357990,60.7570,138810.0
physx,0,physx_s0,179,16.876284,61.1001,144935.0
physx,0,physx_s0,180,16.426809,61.4428,145046.0
physx,0,physx_s0,181,16.773872,61.7891,143570.0
physx,0,physx_s0,182,17.773756,62.1356,143676.0
physx,0,physx_s0,183,17.886068,62.4866,141631.0
physx,0,physx_s0,184,17.893906,62.8425,139627.0
physx,0,physx_s0,185,17.796726,63.1890,143391.0
physx,0,physx_s0,186,17.684986,63.5416,140982.0
physx,0,physx_s0,187,17.492641,63.9023,137821.0
physx,0,physx_s0,188,18.983370,64.2599,138812.0
physx,0,physx_s0,189,19.781317,64.6110,141374.0
physx,0,physx_s0,190,19.358377,64.9634,140815.0
physx,0,physx_s0,191,18.656504,65.3120,142543.0
physx,0,physx_s0,192,18.905222,65.6642,142876.0
physx,0,physx_s0,193,18.994255,66.0042,146226.0
physx,0,physx_s0,194,18.799417,66.3450,145688.0
physx,0,physx_s0,195,19.805254,66.6847,146123.0
physx,0,physx_s0,196,19.771431,67.0248,145999.0
physx,0,physx_s0,197,20.277657,67.3659,145553.0
physx,0,physx_s0,198,19.951559,67.7043,146876.0
physx,0,physx_s0,199,19.582430,68.0464,145294.0
physx,0,physx_s0,200,20.086798,68.3871,145847.0
physx,0,physx_s0,201,19.915974,68.7300,145747.0
physx,0,physx_s0,202,20.356916,69.0797,144618.0
physx,0,physx_s0,203,20.565113,69.4232,144596.0
physx,0,physx_s0,204,20.771698,69.7677,144150.0
physx,0,physx_s0,205,21.567518,70.1003,149444.0
physx,0,physx_s0,206,21.048410,70.4360,148000.0
physx,0,physx_s0,207,21.100151,70.7772,145505.0
physx,0,physx_s0,208,21.491285,71.1135,147624.0
physx,0,physx_s0,209,22.473391,71.4510,147133.0
physx,0,physx_s0,210,22.490192,71.7803,150749.0
physx,0,physx_s0,211,21.350969,72.1182,147045.0
physx,0,physx_s0,212,22.782221,72.4609,144954.0
physx,0,physx_s0,213,22.890772,72.7921,149918.0
physx,0,physx_s0,214,22.780544,73.1304,146836.0
physx,0,physx_s0,215,23.865211,73.4717,145813.0
physx,0,physx_s0,216,24.163668,73.8117,146146.0
physx,0,physx_s0,217,23.266411,74.1569,146753.0
physx,0,physx_s0,218,22.194874,74.4959,146552.0
physx,0,physx_s0,219,22.428356,74.8509,139915.0
physx,0,physx_s0,220,22.565634,75.2025,141363.0
physx,0,physx_s0,221,22.783810,75.5457,144668.0
physx,0,physx_s0,222,22.819876,75.8868,145796.0
physx,0,physx_s0,223,24.022036,76.2264,146341.0
physx,0,physx_s0,224,24.853823,76.5752,142732.0
physx,0,physx_s0,225,24.888042,76.9239,142411.0
physx,0,physx_s0,226,24.771317,77.2755,141593.0
physx,0,physx_s0,227,24.851738,77.6298,140050.0
physx,0,physx_s0,228,25.449322,77.9749,144319.0
physx,0,physx_s0,229,25.909620,78.3236,142382.0
physx,0,physx_s0,230,25.598736,78.6726,142490.0
physx,0,physx_s0,231,24.525955,79.0260,140524.0
physx,0,physx_s0,232,24.742367,79.3808,139906.0
physx,0,physx_s0,233,25.803276,79.7334,140833.0
physx,0,physx_s0,234,26.076674,80.0899,139393.0
physx,0,physx_s0,235,25.516010,80.4360,143478.0
physx,0,physx_s0,236,25.618462,80.7948,138346.0
physx,0,physx_s0,237,25.926565,81.1449,142091.0
physx,0,physx_s0,238,25.862139,81.4915,143214.0
physx,0,physx_s0,239,26.323893,81.8538,136960.0
physx,0,physx_s0,240,25.643576,82.2010,143024.0
physx,0,physx_s0,241,25.983885,82.5508,141986.0
physx,0,physx_s0,242,26.880190,82.9150,139763.0
physx,0,physx_s0,243,26.766050,83.2799,136052.0
physx,0,physx_s0,244,26.834553,83.6664,128471.0
physx,0,physx_s0,245,27.070107,84.0659,124314.0
physx,0,physx_s0,246,26.491478,84.4762,120901.0
physx,0,physx_s0,247,25.685163,84.9228,111089.0
physx,0,physx_s0,248,26.656778,85.3709,110959.0
physx,0,physx_s0,249,26.779388,85.8247,109400.0
physx,0,physx_s0,250,26.750917,86.2806,108933.0
physx,0,physx_s0,251,26.783749,86.7519,105879.0
physx,0,physx_s0,252,27.092575,87.2039,109723.0
physx,0,physx_s0,253,27.110863,87.6207,119018.0
physx,0,physx_s0,254,27.345478,88.0136,126236.0
physx,0,physx_s0,255,27.330345,88.3985,129007.0
physx,0,physx_s0,256,27.693729,88.8086,121109.0
physx,0,physx_s0,257,27.645836,89.2256,118889.0
physx,0,physx_s0,258,27.346270,89.6013,132209.0
physx,0,physx_s0,259,27.430861,89.9730,133573.0
physx,0,physx_s0,260,28.027014,90.3560,129563.0
physx,0,physx_s0,261,27.845201,90.7147,138330.0
physx,0,physx_s0,262,27.722532,91.0654,141568.0
physx,0,physx_s0,263,28.430820,91.4158,141732.0
physx,0,physx_s0,264,28.901880,91.7693,140521.0
physx,0,physx_s0,265,28.309856,92.1258,139230.0
physx,0,physx_s0,266,27.761393,92.4932,135526.0
physx,0,physx_s0,267,27.913424,92.8548,137323.0
physx,0,physx_s0,268,27.256392,93.2037,142246.0
physx,0,physx_s0,269,27.976049,93.5744,133888.0
physx,0,physx_s0,270,28.680428,93.9316,139146.0
physx,0,physx_s0,271,28.159290,94.2792,143231.0
physx,0,physx_s0,272,28.676147,94.6525,133111.0
physx,0,physx_s0,273,28.549025,94.9984,143579.0
physx,0,physx_s0,274,28.773363,95.3465,142640.0
physx,0,physx_s0,275,28.374754,95.6875,145756.0
physx,0,physx_s0,276,28.698744,96.0425,139864.0
physx,0,physx_s0,277,29.275785,96.3912,142441.0
physx,0,physx_s0,278,29.138807,96.7430,141176.0
physx,0,physx_s0,279,29.272682,97.0912,142759.0
physx,0,physx_s0,280,29.540575,97.4492,138621.0
physx,0,physx_s0,281,28.918884,97.8040,140042.0
physx,0,physx_s0,282,28.755878,98.1565,140871.0
physx,0,physx_s0,283,29.319950,98.5209,136228.0
physx,0,physx_s0,284,29.332172,98.8784,138912.0
physx,0,physx_s0,285,29.116703,99.2384,137979.0
physx,0,physx_s0,286,29.351309,99.6091,134115.0
physx,0,physx_s0,287,29.924091,99.9708,137209.0
physx,0,physx_s0,288,29.847273,100.3278,140960.0
physx,0,physx_s0,289,29.082535,100.7082,130771.0
physx,0,physx_s0,290,29.404631,101.0724,136386.0
physx,0,physx_s0,291,29.629665,101.4392,135301.0
physx,0,physx_s0,292,29.820696,101.8008,137240.0
physx,0,physx_s0,293,29.949551,102.1340,149134.0
physx,0,physx_s0,294,30.036583,102.4882,140244.0
physx,0,physx_s0,295,29.950138,102.8464,138709.0
physx,0,physx_s0,296,30.183266,103.2054,138258.0
physx,0,physx_s0,297,30.460062,103.5707,135932.0
physx,0,physx_s0,298,30.297230,103.9359,135933.0
physx,0,physx_s0,299,30.195993,104.2967,137610.0
physx,1,physx_s1,0,-0.589587,0.0000,33315.0
physx,1,physx_s1,1,-0.907227,0.3460,144861.0
physx,1,physx_s1,2,-1.444373,0.6819,147859.0
physx,1,physx_s1,3,-2.331150,1.0301,142577.0
physx,1,physx_s1,4,-3.078420,1.3735,144702.0
physx,1,physx_s1,5,-3.652301,1.7120,146732.0
physx,1,physx_s1,6,-4.299592,2.0520,146158.0
physx,1,physx_s1,7,-4.832953,2.4145,137102.0
physx,1,physx_s1,8,-4.609334,2.7726,138862.0
physx,1,physx_s1,9,-4.634434,3.1104,147203.0
physx,1,physx_s1,10,-5.014595,3.4557,143938.0
physx,1,physx_s1,11,-5.313988,3.8035,142888.0
physx,1,physx_s1,12,-5.255594,4.1613,138884.0
physx,1,physx_s1,13,-5.163900,4.4976,147810.0
physx,1,physx_s1,14,-5.077788,4.8498,141116.0
physx,1,physx_s1,15,-5.300188,5.1935,144566.0
physx,1,physx_s1,16,-5.419059,5.5228,150945.0
physx,1,physx_s1,17,-5.815979,5.8873,136146.0
physx,1,physx_s1,18,-5.686387,6.2657,131360.0
physx,1,physx_s1,19,-5.608969,6.6090,144770.0
physx,1,physx_s1,20,-5.327157,6.9350,152403.0
physx,1,physx_s1,21,-5.473612,7.2797,144138.0
physx,1,physx_s1,22,-5.486481,7.6143,148486.0
physx,1,physx_s1,23,-5.198028,7.9499,148090.0
physx,1,physx_s1,24,-5.410902,8.2890,146485.0
physx,1,physx_s1,25,-5.635443,8.6372,142990.0
physx,1,physx_s1,26,-5.822943,8.9866,142070.0
physx,1,physx_s1,27,-5.746748,9.3642,131430.0
physx,1,physx_s1,28,-6.324176,9.7121,142797.0
physx,1,physx_s1,29,-6.583018,10.0425,150277.0
physx,1,physx_s1,30,-6.810943,10.3993,139237.0
physx,1,physx_s1,31,-6.669417,10.7516,141114.0
physx,1,physx_s1,32,-5.758948,11.0971,143830.0
physx,1,physx_s1,33,-5.379554,11.4271,150637.0
physx,1,physx_s1,34,-4.907208,11.7504,153728.0
physx,1,physx_s1,35,-5.046731,12.0787,151369.0
physx,1,physx_s1,36,-5.948802,12.4104,149834.0
physx,1,physx_s1,37,-6.305407,12.7469,147651.0
physx,1,physx_s1,38,-6.374798,13.0876,145810.0
physx,1,physx_s1,39,-6.518076,13.4234,148017.0
physx,1,physx_s1,40,-6.635546,13.7509,151713.0
physx,1,physx_s1,41,-6.054394,14.0659,157710.0
physx,1,physx_s1,42,-5.349840,14.4041,146837.0
physx,1,physx_s1,43,-5.531259,14.7418,147067.0
physx,1,physx_s1,44,-5.060820,15.0809,146440.0
physx,1,physx_s1,45,-3.129794,15.4284,143065.0
physx,1,physx_s1,46,-2.874130,15.7704,145203.0
physx,1,physx_s1,47,-1.168762,16.1164,146206.0
physx,1,physx_s1,48,-1.572708,16.4480,149940.0
physx,1,physx_s1,49,-0.839388,16.7901,145158.0
physx,1,physx_s1,50,-0.361831,17.1254,148132.0
physx,1,physx_s1,51,-1.344825,17.4564,151265.0
physx,1,physx_s1,52,-0.960266,17.7965,146195.0
physx,1,physx_s1,53,-0.273390,18.1360,146319.0
physx,1,physx_s1,54,0.333075,18.4704,148544.0
physx,1,physx_s1,55,1.103280,18.8018,149911.0
physx,1,physx_s1,56,0.231702,19.1309,150940.0
physx,1,physx_s1,57,0.118565,19.4687,147046.0
physx,1,physx_s1,58,0.255823,19.8014,149345.0
physx,1,physx_s1,59,0.743958,20.1511,141970.0
physx,1,physx_s1,60,1.950148,20.5033,140936.0
physx,1,physx_s1,61,2.507325,20.8374,148781.0
physx,1,physx_s1,62,1.393899,21.1605,153870.0
physx,1,physx_s1,63,2.341345,21.5129,140880.0
physx,1,physx_s1,64,2.622909,21.8428,150647.0
physx,1,physx_s1,65,2.633388,22.1760,149107.0
physx,1,physx_s1,66,2.233773,22.5066,150211.0
physx,1,physx_s1,67,2.012409,22.8410,148553.0
physx,1,physx_s1,68,2.488559,23.1680,152086.0
physx,1,physx_s1,69,3.323372,23.5005,149509.0
physx,1,physx_s1,70,3.386720,23.8322,149744.0
physx,1,physx_s1,71,4.068500,24.1705,146754.0
physx,1,physx_s1,72,3.662122,24.5124,145494.0
physx,1,physx_s1,73,4.817093,24.8442,149669.0
physx,1,physx_s1,74,6.057284,25.1883,144310.0
physx,1,physx_s1,75,6.141217,25.5156,151766.0
physx,1,physx_s1,76,6.092826,25.8564,148457.0
physx,1,physx_s1,77,5.124360,26.1941,147093.0
physx,1,physx_s1,78,5.295467,26.5213,151889.0
physx,1,physx_s1,79,4.955195,26.8746,140749.0
physx,1,physx_s1,80,4.871197,27.2235,142513.0
physx,1,physx_s1,81,5.369448,27.5554,149703.0
physx,1,physx_s1,82,6.378361,27.8909,148178.0
physx,1,physx_s1,83,7.198351,28.2161,152870.0
physx,1,physx_s1,84,7.427015,28.5503,148747.0
physx,1,physx_s1,85,6.657654,28.8939,144624.0
physx,1,physx_s1,86,7.264888,29.2294,148176.0
physx,1,physx_s1,87,8.147333,29.5716,145348.0
physx,1,physx_s1,88,7.940873,29.9124,145690.0
physx,1,physx_s1,89,7.945294,30.2545,145269.0
physx,1,physx_s1,90,7.161095,30.5983,147310.0
physx,1,physx_s1,91,8.809217,30.9436,143795.0
physx,1,physx_s1,92,7.599762,31.2827,146420.0
physx,1,physx_s1,93,6.839482,31.6273,144104.0
physx,1,physx_s1,94,7.923368,31.9784,141564.0
physx,1,physx_s1,95,7.666563,32.3220,144696.0
physx,1,physx_s1,96,6.835840,32.6887,136923.0
physx,1,physx_s1,97,7.827855,33.0371,142566.0
physx,1,physx_s1,98,8.869352,33.3725,148076.0
physx,1,physx_s1,99,8.224406,33.7227,141735.0
physx,1,physx_s1,100,8.575508,34.0713,142437.0
physx,1,physx_s1,101,8.443511,34.4270,140497.0
physx,1,physx_s1,102,8.754795,34.7769,141920.0
physx,1,physx_s1,103,8.515707,35.1170,145995.0
physx,1,physx_s1,104,8.517104,35.4584,145484.0
physx,1,physx_s1,105,9.280880,35.8050,143298.0
physx,1,physx_s1,106,9.810992,36.1468,145258.0
physx,1,physx_s1,107,9.684498,36.4920,143807.0
physx,1,physx_s1,108,9.569315,36.8494,139064.0
physx,1,physx_s1,109,9.360927,37.2098,137825.0
physx,1,physx_s1,110,9.288505,37.5574,142807.0
physx,1,physx_s1,111,9.979144,37.8970,146305.0
physx,1,physx_s1,112,10.357182,38.2332,147938.0
physx,1,physx_s1,113,9.837997,38.5738,145788.0
physx,1,physx_s1,114,9.852898,38.9150,145587.0
physx,1,physx_s1,115,9.922300,39.2709,139511.0
physx,1,physx_s1,116,9.819070,39.6155,144097.0
physx,1,physx_s1,117,10.491052,39.9586,144845.0
physx,1,physx_s1,118,10.421508,40.2946,148026.0
physx,1,physx_s1,119,9.975910,40.6321,147176.0
physx,1,physx_s1,120,11.173223,40.9765,147061.0
physx,1,physx_s1,121,11.374452,41.3274,141705.0
physx,1,physx_s1,122,10.761150,41.6718,144167.0
physx,1,physx_s1,123,10.399479,42.0087,147404.0
physx,1,physx_s1,124,10.300767,42.3423,148868.0
physx,1,physx_s1,125,10.525443,42.6860,144470.0
physx,1,physx_s1,126,10.815994,43.0250,146508.0
physx,1,physx_s1,127,11.093439,43.3657,145789.0
physx,1,physx_s1,128,12.481211,43.7083,144897.0
physx,1,physx_s1,129,11.874047,44.0526,144397.0
physx,1,physx_s1,130,10.889045,44.4197,135290.0
physx,1,physx_s1,131,12.108581,44.7729,140568.0
physx,1,physx_s1,132,12.561549,45.1181,144071.0
physx,1,physx_s1,133,12.187425,45.4577,146233.0
physx,1,physx_s1,134,11.497214,45.8015,144430.0
physx,1,physx_s1,135,11.277132,46.1528,141413.0
physx,1,physx_s1,136,11.648191,46.4908,147136.0
physx,1,physx_s1,137,11.348726,46.8398,142399.0
physx,1,physx_s1,138,10.821721,47.1818,145189.0
physx,1,physx_s1,139,10.994776,47.5227,145733.0
physx,1,physx_s1,140,11.094847,47.8624,146154.0
physx,1,physx_s1,141,11.471602,48.2049,144957.0
physx,1,physx_s1,142,11.976133,48.5460,145592.0
physx,1,physx_s1,143,11.965045,48.8897,144526.0
physx,1,physx_s1,144,11.699575,49.2365,143229.0
physx,1,physx_s1,145,11.537951,49.5699,148916.0
physx,1,physx_s1,146,11.742237,49.9022,149495.0
physx,1,physx_s1,147,11.887794,50.2341,149651.0
physx,1,physx_s1,148,12.670495,50.5755,145590.0
physx,1,physx_s1,149,11.971705,50.9207,143873.0
physx,1,physx_s1,150,11.371844,51.2602,146302.0
physx,1,physx_s1,151,12.069364,51.6044,145312.0
physx,1,physx_s1,152,13.082115,51.9438,146273.0
physx,1,physx_s1,153,12.799982,52.2851,145880.0
physx,1,physx_s1,154,12.180243,52.6239,146577.0
physx,1,physx_s1,155,11.341798,52.9574,148973.0
physx,1,physx_s1,156,11.565213,53.3001,144879.0
physx,1,physx_s1,157,11.565685,53.6379,146990.0
physx,1,physx_s1,158,13.030077,53.9732,148146.0
physx,1,physx_s1,159,12.790050,54.3174,144215.0
physx,1,physx_s1,160,13.670980,54.6592,145251.0
physx,1,physx_s1,161,13.656310,54.9866,151716.0
physx,1,physx_s1,162,13.755219,55.3263,146224.0
physx,1,physx_s1,163,13.414695,55.6679,145390.0
physx,1,physx_s1,164,13.180236,56.0165,142614.0
physx,1,physx_s1,165,13.144204,56.3615,143865.0
physx,1,physx_s1,166,13.387989,56.6916,150424.0
physx,1,physx_s1,167,13.137781,57.0364,144010.0
physx,1,physx_s1,168,12.590500,57.3878,141215.0
physx,1,physx_s1,169,13.484694,57.7251,147204.0
physx,1,physx_s1,170,14.143229,58.0653,146116.0
physx,1,physx_s1,171,13.195014,58.4027,147262.0
physx,1,physx_s1,172,12.993802,58.7425,146191.0
physx,1,physx_s1,173,13.173816,59.0790,147570.0
physx,1,physx_s1,174,12.651107,59.4226,144535.0
physx,1,physx_s1,175,13.536008,59.7636,145688.0
physx,1,physx_s1,176,13.751119,60.1113,142957.0
physx,1,physx_s1,177,12.966341,60.4667,139831.0
physx,1,physx_s1,178,13.291201,60.8157,142284.0
physx,1,physx_s1,179,13.847736,61.1755,138306.0
physx,1,physx_s1,180,13.885525,61.5239,142554.0
physx,1,physx_s1,181,14.174045,61.8638,146118.0
physx,1,physx_s1,182,14.557057,62.2088,144116.0
physx,1,physx_s1,183,12.819902,62.5434,148408.0
physx,1,physx_s1,184,13.301152,62.8810,147203.0
physx,1,physx_s1,185,13.780346,63.2199,146666.0
physx,1,physx_s1,186,14.012643,63.5672,143077.0
physx,1,physx_s1,187,13.371474,63.9024,148270.0
physx,1,physx_s1,188,13.293226,64.2429,145901.0
physx,1,physx_s1,189,13.715691,64.5866,144560.0
physx,1,physx_s1,190,13.374912,64.9373,141693.0
physx,1,physx_s1,191,14.002967,65.2882,141617.0
physx,1,physx_s1,192,13.780946,65.6321,145909.0
